Unnamed: 0,subj1,subj2,expected-consistency,observed-consistency,cohens-kappa,condition
1292,age4-,age3-,0.7449999999999999,0.7,-0.17647058823529374,10-12 vs. 13-15
1293,age4-,age3-,0.6749999999999999,0.8,0.3846153846153849,10-12 vs. 13-15
1294,age4-,age3-,0.8466666666666668,0.9,0.3478260869565213,10-12 vs. 13-15
1295,age4-,age3-,0.9232,0.92,-0.04166666666666643,10-12 vs. 13-15
1296,age4-,age3-,0.95,0.95,0.0,10-12 vs. 13-15
1297,age4-,age3-,0.9232,0.92,-0.04166666666666643,10-12 vs. 13-15
1298,age4-,age2-,0.86,0.9,0.2857142857142859,7-9 vs. 13-15
1299,age4-,age2-,0.8899999999999999,0.8833333333333333,-0.060606060606059935,7-9 vs. 13-15
1300,age4-,age3-,0.9232,1.0,1.0,10-12 vs. 13-15
1301,age4-,age5-,0.9044444444444444,0.9333333333333332,0.3023255813953486,13-15 vs. Adults
1302,age4-,age5-,0.9044444444444444,0.9333333333333332,0.3023255813953486,13-15 vs. Adults
1303,age4-,age5-,0.8611111111111109,0.9166666666666666,0.4,13-15 vs. Adults
1336,age4-,vgg19-,0.9044444444444444,0.9,-0.04651162790697707,13-15 vs. DNNs
1337,age4-,BiTM_resnetv2_152x2-,0.9188888888888888,0.9166666666666666,-0.02739726027397137,13-15 vs. DNNs
1344,age4-,ResNeXt101_32x16d_swsl-,0.9333333333333332,0.9333333333333332,0.0,13-15 vs. DNNs
1349,age4-,resnext101_32x8d-,0.9188888888888888,0.9166666666666666,-0.02739726027397137,13-15 vs. DNNs
1353,age4-,swag_regnety_128gf_in1k-,0.9333333333333332,0.9333333333333332,0.0,13-15 vs. DNNs
1358,age3-,age3-,0.8825000000000001,0.925,0.3617021276595745,10-12 vs. 10-12
1359,age3-,age1-,0.7000000000000001,0.75,0.1666666666666665,4-6 vs. 10-12
1360,age3-,age1-,0.5800000000000001,0.7,0.2857142857142855,4-6 vs. 10-12
1361,age3-,age3-,0.905,0.9,-0.05263157894736848,10-12 vs. 10-12
1362,age3-,age3-,0.8187500000000001,0.9,0.44827586206896536,10-12 vs. 10-12
1363,age3-,age3-,0.8150000000000001,0.9,0.4594594594594594,10-12 vs. 10-12
1364,age3-,age3-,0.7000000000000001,0.85,0.4999999999999998,10-12 vs. 10-12
1365,age3-,age3-,0.8200000000000001,0.8,-0.11111111111111124,10-12 vs. 10-12
1366,age3-,age2-,0.8562962962962962,0.8888888888888888,0.22680412371134026,7-9 vs. 10-12
1367,age3-,age2-,0.7888,0.84,0.2424242424242425,7-9 vs. 10-12
1368,age3-,age5-,0.8745679012345681,0.9111111111111112,0.2913385826771649,10-12 vs. Adults
1369,age3-,age5-,0.8745679012345681,0.9111111111111112,0.2913385826771649,10-12 vs. Adults
1370,age3-,age5-,0.8014814814814816,0.9111111111111112,0.5522388059701488,10-12 vs. Adults
1403,age3-,vgg19-,0.9111111111111112,0.9111111111111112,0.0,10-12 vs. DNNs
1404,age3-,BiTM_resnetv2_152x2-,0.9111111111111112,0.9111111111111112,0.0,10-12 vs. DNNs
1411,age3-,ResNeXt101_32x16d_swsl-,0.9111111111111112,0.9111111111111112,0.0,10-12 vs. DNNs
1416,age3-,resnext101_32x8d-,0.8928395061728394,0.9333333333333332,0.3778801843317982,10-12 vs. DNNs
1420,age3-,swag_regnety_128gf_in1k-,0.9111111111111112,0.9111111111111112,0.0,10-12 vs. DNNs
1425,age3-,age1-,0.7000000000000001,0.85,0.4999999999999998,4-6 vs. 10-12
1426,age3-,age1-,0.5800000000000001,0.7,0.2857142857142855,4-6 vs. 10-12
1427,age3-,age3-,0.95,0.95,0.0,10-12 vs. 10-12
1428,age3-,age3-,0.8374999999999999,0.875,0.2307692307692312,10-12 vs. 10-12
1429,age3-,age3-,0.85,0.85,0.0,10-12 vs. 10-12
1430,age3-,age3-,0.7000000000000001,0.75,0.1666666666666665,10-12 vs. 10-12
1431,age3-,age3-,0.8200000000000001,0.8,-0.11111111111111124,10-12 vs. 10-12
1432,age3-,age2-,0.8948148148148148,0.8888888888888888,-0.056338028169014814,7-9 vs. 10-12
1433,age3-,age2-,0.8191999999999999,0.88,0.3362831858407083,7-9 vs. 10-12
1434,age3-,age5-,0.9150617283950616,0.9111111111111112,-0.046511627906976896,10-12 vs. Adults
1435,age3-,age5-,0.9150617283950616,1.0,1.0,10-12 vs. Adults
1436,age3-,age5-,0.8543209876543211,0.9333333333333332,0.5423728813559321,10-12 vs. Adults
1469,age3-,vgg19-,0.9555555555555556,0.9555555555555556,0.0,10-12 vs. DNNs
1470,age3-,BiTM_resnetv2_152x2-,0.9555555555555556,0.9555555555555556,0.0,10-12 vs. DNNs
1477,age3-,ResNeXt101_32x16d_swsl-,0.9555555555555556,0.9555555555555556,0.0,10-12 vs. DNNs
1482,age3-,resnext101_32x8d-,0.9555555555555556,0.9555555555555556,0.0,10-12 vs. DNNs
1486,age3-,swag_regnety_128gf_in1k-,0.9555555555555556,0.9555555555555556,0.0,10-12 vs. DNNs
1491,age1-,age1-,0.5499999999999999,0.75,0.4444444444444445,4-6 vs. 4-6
1492,age1-,age3-,0.6749999999999999,0.7,0.07692307692307697,4-6 vs. 10-12
1493,age1-,age3-,0.625,0.8,0.4666666666666668,4-6 vs. 10-12
1494,age1-,age3-,0.76,0.8,0.16666666666666682,4-6 vs. 10-12
1495,age1-,age2-,0.76,0.8,0.16666666666666682,4-6 vs. 7-9
1496,age1-,age2-,0.7400000000000001,0.7666666666666667,0.1025641025641024,4-6 vs. 7-9
1497,age1-,age5-,0.76,0.8,0.16666666666666682,4-6 vs. Adults
1498,age1-,age5-,0.76,0.8666666666666667,0.4444444444444445,4-6 vs. Adults
